movie_id,title,original_title,original_language,overview,tagline,status,homepage,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,profit,roi,release_year,release_month,vote_weighted
10664,[REC]²,[REC]²,es,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",Fear Revisited,Released,http://www.rec2themovie.com/,5600000.0,18469680.0,85.0,22.341462,6.4,489,2009-09-15,12869680.0,2.298157142857143,2009.0,9.0,6.2444
10673,Wall Street,Wall Street,en,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",Every dream has a price.,Released,,15000000.0,43848069.0,126.0,24.898687,7.0,546,1987-12-10,28848069.0,1.9232046,1987.0,12.0,6.566
10674,Mulan,Mulan,en,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.","This time, the princess saves the prince.",Released,,90000000.0,304320254.0,88.0,67.427755,7.6,2008,1998-06-18,214320254.0,2.3813361555555557,1998.0,6.0,7.2994
10676,Halloween III: Season of the Witch,Halloween III: Season of the Witch,en,"Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a strange mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.",...and now the earth will run with blood again!,Released,,2500000.0,14400000.0,98.0,12.030456,5.0,229,1982-10-22,11900000.0,4.76,1982.0,10.0,5.7491
10678,Bringing Down the House,Bringing Down the House,en,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.","Everything he needed to know about life, she learned in prison.",Released,,20000000.0,132675402.0,105.0,8.351385,5.4,183,2003-03-07,112675402.0,5.6337701,2003.0,3.0,5.9067
10681,WALL·E,WALL·E,en,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",An adventure beyond the ordinar-E.,Released,http://disney.go.com/disneypictures/wall-e/,180000000.0,521311860.0,98.0,66.390712,7.8,6296,2008-06-22,341311860.0,1.896177,2008.0,6.0,7.6744
10683,Happiness,Happiness,en,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",Finding happiness can be a tragic comedy.,Released,,3000000.0,2807390.0,139.0,10.757539,7.4,194,1998-10-16,-192610.0,-0.06420333333333333,1998.0,10.0,6.4578
10684,Courage Under Fire,Courage Under Fire,en,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",A medal for honor. A search for justice. A battle for truth.,Released,,46000000.0,100860818.0,117.0,12.971122,6.2,232,1996-07-04,54860818.0,1.1926264782608695,1996.0,7.0,6.1263
10685,The Watcher,The Watcher,en,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",Don't go home alone.,Released,,33000000.0,,96.0,7.339908,4.9,110,2000-09-08,,,2000.0,9.0,5.8772
10691,Crazy/Beautiful,Crazy/Beautiful,en,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",When it's real. When it's right. Don't let anything stand in your way.,Released,,13000000.0,16929123.0,99.0,6.130096,6.6,96,2001-06-29,3929123.0,0.3022402307692308,2001.0,6.0,6.174
10696,Glitter,Glitter,en,Similar to Mariah's life story. Mariah plays the role of a young singer who is eager to become a big star. She dates a DJ who helps her get into the music business.,"In music she found her dream, her love, herself.",Released,,22000000.0,5271666.0,104.0,3.809131,3.4,38,2001-09-21,-16728334.0,-0.7603788181818182,2001.0,9.0,5.902
10705,Henry V,Henry V,en,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,The great adventure of a king who defied the odds to prove himself a man.,Released,,9000000.0,,137.0,4.641006,7.4,71,1989-10-05,,,1989.0,10.0,6.2548
10707,The Squid and the Whale,The Squid and the Whale,en,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents divorce in Brooklyn in the 1980's.",Joint custody blows.,Released,,1500000.0,11098131.0,81.0,13.788054,6.9,226,2005-10-05,9598131.0,6.398754,2005.0,10.0,6.3436
10708,Daddy Day Care,Daddy Day Care,en,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",Who's your daddy?,Released,,60000000.0,164433867.0,92.0,18.106021,5.6,506,2003-05-03,104433867.0,1.74056445,2003.0,5.0,5.8446
10710,Envy,Envy,en,A man becomes increasingly jealous of his friend's newfound success.,"Success didn’t go to his head, it went to his neighbor.",Released,,40000000.0,,99.0,9.842771,4.8,139,2004-04-30,,,2004.0,4.0,5.8111
10712,Far from Heaven,Far from Heaven,en,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",It's time to stop hiding from the truth.,Released,,13500000.0,29027914.0,107.0,9.982885,6.9,144,2002-09-01,15527914.0,1.150215851851852,2002.0,9.0,6.2728
10715,Looney Tunes: Back in Action,Looney Tunes: Back in Action,en,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",Real life has never been so animated.,Released,,80000000.0,68514844.0,90.0,16.715631,5.6,297,2003-11-14,-11485156.0,-0.14356445,2003.0,11.0,5.9088
10718,Torque,Torque,en,"Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey, leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood.",Circuit of Fire,Released,,40000000.0,46546197.0,84.0,7.360793,4.7,119,2004-01-16,6546197.0,0.163654925,2004.0,1.0,5.8245
10719,Elf,Elf,en,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.","This holiday, discover your inner elf.",Released,,32000000.0,173398518.0,97.0,16.901954,6.4,987,2003-10-09,141398518.0,4.4187036875,2003.0,10.0,6.2965
10724,Firefox,Firefox,en,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.",...the most devastating killing machine ever built... his job... steal it!,Released,,18000000.0,70687344.0,136.0,8.700565,5.5,139,1982-06-13,52687344.0,2.9270746666666665,1982.0,6.0,5.9634
10727,Darkness Falls,Darkness Falls,en,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before",Evil rises.,Released,,,,86.0,11.199544,4.9,161,2003-01-24,,,2003.0,1.0,5.8018
10731,The Client,The Client,en,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,Released,,45000000.0,117615211.0,119.0,17.746719,6.4,278,1994-07-20,72615211.0,1.6136713555555555,1994.0,7.0,6.2022
10733,The Alamo,The Alamo,en,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas.",You will never forget,Released,,145000000.0,25819961.0,137.0,10.660441,5.8,106,2004-04-07,-119180039.0,-0.8219313034482758,2004.0,4.0,6.0411
10734,Escape from Alcatraz,Escape from Alcatraz,en,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",No one has ever escaped from Alcatraz...and no one ever will!,Released,,8000000.0,43000000.0,111.0,26.356697,7.2,561,1979-06-22,35000000.0,4.375,1979.0,6.0,6.6779
10735,What a Girl Wants,What a Girl Wants,en,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",Trying to fit in. Born to stand out.,Released,,,,105.0,7.057765,5.8,368,2003-03-27,,,2003.0,3.0,5.9683
10739,Anything Else,Anything Else,en,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda  He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",In any relationship one person always does the heavy lifting.,Released,,,,108.0,8.945081,6.2,149,2003-08-27,,,2003.0,8.0,6.1169
10740,Birth,Birth,en,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",Be careful what you wish for.,Released,,20000000.0,,100.0,7.698075,5.9,179,2004-09-08,,,2004.0,9.0,6.0415
10741,Bobby,Bobby,en,"In 1968 the lives of a retired doorman, hotel manager, lounge singer, busboy, beautician and others intersect in the wake of Robert F. Kennedy's assassination at the Ambassador Hotel in Los Angeles.",He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.,Released,,,,120.0,11.706309,6.4,119,2006-09-05,,,2006.0,9.0,6.1514
10743,Confidence,Confidence,en,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.",It's not about the money. It's about the money.,Released,,,,97.0,9.87419,6.4,126,2003-04-25,,,2003.0,4.0,6.1541
10744,The Cooler,The Cooler,en,"(William H. Macy) works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow (Alec Baldwin), is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).",When your life depends on losing... the last thing you need is lady luck.,Released,,32000000.0,,101.0,9.976428,6.7,89,2003-01-17,,,2003.0,1.0,6.184
10748,St. Trinian's,St. Trinian's,en,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.",Taking higher education to a new low.,Released,http://www.sttriniansmovie.co.uk/,,,101.0,7.377587,5.6,142,2007-12-21,,,2007.0,12.0,5.9833
10756,The Haunted Mansion,The Haunted Mansion,en,"Workaholic Jim Evers and his wife/business partner, Sara get a call one night from mansion owner, Edward Gracey wants to sell his house. Once the Evers family arrive at the mansion a butler takes them to dine with Gracey. Gracey takes one look at Sara and he thinks she's his lost lover.",Check your pulse at the door... if you have one.,Released,,90000000.0,182290266.0,99.0,16.302378,5.2,466,2003-11-25,92290266.0,1.0254474,2003.0,11.0,5.6618
10758,Waitress,Waitress,en,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",If only life were as easy as pie,Released,,2000000.0,22179430.0,108.0,9.67299,6.7,129,2007-05-25,20179430.0,10.089715,2007.0,5.0,6.2168
10760,Sydney White,Sydney White,en,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,Freshman year is no fairytale,Released,,16500000.0,13620075.0,108.0,10.74648,6.0,236,2007-09-21,-2879925.0,-0.17454090909090908,2007.0,9.0,6.0626
10761,Made of Honor,Made of Honor,en,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",He'll do anything to get the groom out of the picture.,Released,,40000000.0,84601681.0,101.0,19.574774,6.0,394,2008-05-02,44601681.0,1.115042025,2008.0,5.0,6.0516
10762,Without a Paddle,Without a Paddle,en,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.","The call of the wild, the thrill of adventure. The mistake of a lifetime.",Released,,19000000.0,69631118.0,95.0,8.584398,5.3,214,2004-08-20,50631118.0,2.6647956842105263,2004.0,8.0,5.8547
10764,Quantum of Solace,Quantum of Solace,en,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","For love, for hate, for justice, for revenge.",Released,http://www.mgm.com/view/movie/234/Quantum-of-Solace/,200000000.0,586090727.0,106.0,107.928811,6.1,2965,2008-10-30,386090727.0,1.930453635,2008.0,10.0,6.0989
10765,Private Benjamin,Private Benjamin,en,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,,Released,,,,109.0,12.18838,6.0,102,1980-10-06,,,1980.0,10.0,6.0766
10771,The Tuxedo,The Tuxedo,en,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",Suit up for action!,Released,,,,98.0,21.549232,5.3,483,2002-09-27,,,2002.0,9.0,5.7029
10773,Mrs Henderson Presents,Mrs Henderson Presents,en,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",,Released,,,,103.0,2.894154,6.4,62,2005-09-09,,,2005.0,9.0,6.1261
10774,Network,Network,en,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,Not since the dawn of time has America experienced a man like Howard Beale!,Released,,3800000.0,23689877.0,121.0,17.234745,7.7,381,1976-11-01,19889877.0,5.234178157894737,1976.0,11.0,6.7875
10776,Little Shop of Horrors,Little Shop of Horrors,en,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",Don't feed the plants.,Released,,25000000.0,38748395.0,94.0,12.113235,6.6,384,1986-12-19,13748395.0,0.5499358,1986.0,12.0,6.3128
10781,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre: The Beginning,en,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",What you know about fear... doesn't even come close.,Released,,16000000.0,,91.0,21.380635,5.9,402,2006-10-06,,,2006.0,10.0,6.0065
10782,Basic,Basic,en,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,Deception is their most deadly weapon.,Released,,50000000.0,42792561.0,98.0,19.226763,6.2,286,2003-04-18,-7207439.0,-0.14414878,2003.0,4.0,6.1314
10783,Lucky Numbers,Lucky Numbers,en,"Russ Richards is a TV weatherman and local celebrity on the verge of losing his shirt. Desperate to escape financial ruin, he schemes with Crystal the TV station's lotto ball girl to rig the state lottery drawing. The numbers come up right, but everything else goes wrong as the plan starts to unravel and the game turns rough.",When they put their heads together... it's a no brainer.,Released,,65000000.0,,105.0,2.952595,4.9,52,2000-10-27,,,2000.0,10.0,5.9799
10786,Robin and Marian,Robin and Marian,en,"Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out, in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades, Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who's joined a nunnery!",Love is the greatest adventure of all.,Released,,,,106.0,3.199904,6.6,50,1976-03-11,,,1976.0,3.0,6.1383
10796,The One,The One,en,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,Stealing the power of the universes one by one.,Released,,49000000.0,72700000.0,87.0,21.746245,5.7,437,2001-11-02,23700000.0,0.48367346938775513,2001.0,11.0,5.9093
10800,Dragon Hunters,Chasseurs de dragons,fr,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.",Dragon hunting isn't a fairy tale,Released,,15000000.0,,80.0,8.884405,6.5,129,2008-03-19,,,2008.0,3.0,6.1758
10802,Showgirls,Showgirls,en,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,Beyond your wildest dreams. Beyond your wildest fantasies.,Released,,45000000.0,20350754.0,128.0,14.513305,4.9,256,1995-09-22,-24649246.0,-0.5477610222222222,1995.0,9.0,5.6885
10803,Logan's Run,Logan's Run,en,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes.",The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,Released,,9000000.0,25000000.0,119.0,12.268143,6.6,269,1976-06-23,16000000.0,1.7777777777777777,1976.0,6.0,6.2698
10806,In & Out,In & Out,en,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,An out-and-out comedy.,Released,,35000000.0,,90.0,11.897925,6.3,177,1997-09-10,,,1997.0,9.0,6.1465
10808,Dr. Dolittle 2,Dr. Dolittle 2,en,"Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",The doctor is in again.,Released,,70000000.0,176104344.0,87.0,13.543053,4.9,410,2001-06-22,106104344.0,1.515776342857143,2001.0,6.0,5.555
10822,Savage Grace,Savage Grace,en,"This examination of a famous scandal from the 1970s explores the relationship between Barbara Baekeland and her only son, Antony. Barbara, a lonely social climber unhappily married to the wealthy but remote plastics heir Brooks Baekeland, dotes on Antony, who is homosexual. As Barbara tries to ""cure"" Antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy.",Truth is more shocking than fiction.,Released,,4600000.0,,97.0,3.531877,5.7,60,2007-05-18,,,2007.0,5.0,6.0502
10833,Heartbreakers,Heartbreakers,en,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark.",Caution: Dangerous Curves Ahead,Released,,35000000.0,,123.0,13.932203,5.7,254,2001-03-23,,,2001.0,3.0,5.9601
10844,Out of the Blue,Out of the Blue,en,"Ordinary people find extraordinary courage in the face of madness. On 13–14 November 1990 that madness came to Aramoana, a small New Zealand seaside town, in the form of a lone gunman with a high-powered semi-automatic rifle. As he stalked his victims the terrified and confused residents were trapped for 24 hours while a handful of under-resourced and under-armed local policemen risked their lives trying to find him and save the survivors. Based on true events.",The true story of a small town massacre,Released,,,,103.0,0.706355,5.9,18,2006-10-12,,,2006.0,10.0,6.0855
10858,Nixon,Nixon,en,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.","Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",Released,,44000000.0,13681765.0,192.0,3.770161,7.1,71,1995-12-22,-30318235.0,-0.6890507954545455,1995.0,12.0,6.2175
10861,Maximum Risk,Maximum Risk,en,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",The Other Side of Safety.,Released,,25000000.0,51702483.0,100.0,10.115011,5.2,101,1996-09-13,26702483.0,1.06809932,1996.0,9.0,5.9422
10865,Atlantis: The Lost Empire,Atlantis: The Lost Empire,en,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.",Atlantis is waiting...,Released,http://www.disney.com/atlantis,120000000.0,186053725.0,95.0,51.548589,6.7,1224,2001-06-02,66053725.0,0.5504477083333333,2001.0,6.0,6.5237
10866,Joy Ride,Joy Ride,en,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.","It was just a joke, just for fun.",Released,,23000000.0,36642838.0,97.0,11.183197,6.3,325,2001-10-05,13642838.0,0.5931668695652174,2001.0,10.0,6.174
10871,Switchback,Switchback,en,FBI agent Dennis Quaid tries to catch a serial killer who kidnapped his son.,The hunter becomes the hunted.,Released,,37000000.0,6482195.0,118.0,4.131546,5.8,52,1997-10-31,-30517805.0,-0.8248055405405406,1997.0,10.0,6.0646
10873,Shadow of the Vampire,Shadow of the Vampire,en,"Director F.W. Murnau (John Malkovich) makes a Faustian pact with a vampire (Willem Dafoe) to get him to star in his 1922 film ""Nosferatu.""",An Unspeakable Horror. A Creative Genius. Captured For Eternity.,Released,,8000000.0,8279017.0,92.0,5.93923,6.6,148,2000-05-15,279017.0,0.034877125,2000.0,5.0,6.2082
10876,Quills,Quills,en,"A nobleman with a literary flair, the Marquis de Sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. The titillating passages whip all of France into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun.",There are no bad words... only bad deeds.,Released,,13500000.0,7060876.0,124.0,7.261196,6.8,128,2000-11-22,-6439124.0,-0.47697214814814815,2000.0,11.0,6.2364
10877,Exit Wounds,Exit Wounds,en,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",This Is Gonna Hurt,Released,http://www.exitwounds.net/,50000000.0,79958599.0,101.0,12.601306,5.3,110,2001-03-13,29958599.0,0.59917198,2001.0,3.0,5.9493
10878,Saving Silverman,Saving Silverman,en,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.",They swore nothing would come between them. Then evil walked in the door,Released,,22000000.0,19351569.0,90.0,12.887673,5.4,154,2001-02-09,-2648431.0,-0.12038322727272727,2001.0,2.0,5.9292
10885,Shutter,Shutter,en,"A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.",The most terrifying images are the ones that are real.,Released,,,,85.0,8.864368,5.3,180,2008-03-21,,,2008.0,3.0,5.8825
10890,Stripes,Stripes,en,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",The story of a man who wanted to keep the world safe for democracy...and meet girls.,Released,,10000000.0,85300000.0,106.0,10.892398,6.5,249,1981-06-25,75300000.0,7.53,1981.0,6.0,6.2278
10894,May,May,en,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",Be Careful... She Just Might Take Your Heart.,Released,,500000.0,150277.0,93.0,8.650779,6.3,152,2002-01-13,-349723.0,-0.699446,2002.0,1.0,6.1406
10895,Pinocchio,Pinocchio,en,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",For anyone who has ever wished upon a star.,Released,,2600000.0,84300000.0,88.0,46.007991,6.9,1355,1940-02-23,81700000.0,31.423076923076923,1940.0,2.0,6.6823
10913,Dear Wendy,Dear Wendy,en,"In a blue-collar American town, a group of teens bands together to form the Dandies, a gang of gunslingers led by Dick Dandelion. Following a code of strict pacifism at odds with the fact that they all carry guns, the group eventually lets in Sebastian, the grandson of Dick's childhood nanny, Clarabelle, who fears the other gangs in the area. Dick and company try to protect Clarabelle, but events transpire that push the gang past posturing.",One shot is all it takes.,Released,,,,105.0,2.597665,5.6,33,2005-01-22,,,2005.0,1.0,6.0617
10914,All Hat,All Hat,en,"An ex-con returns to his rural Ontario roots and outwits a corrupt and wealthy thoroughbred owner trying to take over a slew of local farms. Ray Dokes, a charming ex-ballplayer, returns from jail to discover the rural landscape of his childhood transformed by urban development. Determined to stay out of trouble, Ray heads to the farm of his old friend Pete Culpepper, a crusty Texas cowboy who trains losing racehorses and whose debts are growing faster than his corn.",,Released,http://allhatthemovie.com/,,,89.0,0.137535,1.0,1,2007-09-11,,,2007.0,9.0,6.082
10923,Agent Cody Banks,Agent Cody Banks,en,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",Save the world. Get the girl. Pass math.,Released,,28000000.0,58795814.0,102.0,11.859396,5.0,284,2003-03-14,30795814.0,1.0998505,2003.0,3.0,5.6965
